session_id,user_id,timestamp,traffic_source,device_type,country,product_category,visited_site,viewed_product,added_to_cart,initiated_checkout,completed_purchase,page_views,session_duration_sec,cart_value,revenue
SES_002243,USER_2243,2025-12-24T04:46:06.399Z,Referral,desktop,Australia,Beauty,Yes,Yes,No,No,No,11,86,0,0
SES_002244,USER_1730,2025-12-20T20:46:16.427Z,email,Desktop,France,,Yes,No,No,No,No,1,464,0,0
SES_002245,USER_2245,2025-12-01T19:02:48.585Z,Google,Desktop,UK,,Yes,No,No,No,No,2,512,0,0
SES_002246,USER_2246,2025-12-09T03:55:20.859Z,Email,Mobile,France,,Yes,No,No,No,No,3,1468,0,0
SES_002247,USER_2247,2025-12-06T18:38:39.171Z,Referral,mobile,US,Home & Garden,Yes,Yes,No,No,No,10,1413,0,0
SES_002248,USER_1449,2025-12-14T01:35:17.728Z,Direct,Mobile,France,Beauty,Yes,Yes,Yes,Yes,No,9,1609,293.08,0
SES_002249,USER_2249,2025-12-14T05:31:59.625Z,Direct,mobile,UK,Home & Garden,Yes,Yes,Yes,Yes,No,13,1066,316.06,0
SES_002250,USER_23,2025-12-07T03:26:04.393Z,email,desktop,Germany,,Yes,No,No,No,No,2,644,0,0
SES_002251,USER_2251,2025-12-04T11:14:12.970Z,Facebook,Mobile,Canada,Sports,Yes,Yes,No,No,No,11,,0,0
SES_002252,USER_2252,2025-12-27T23:03:57.160Z,Referral,Tablet,USA,,Yes,No,No,No,No,3,706,0,0
SES_002253,USER_502,2025-12-13T07:01:42.748Z,Direct,Mobile,UK,,Yes,Yes,Yes,Yes,Yes,12,1613,128.3,54.46
SES_002254,USER_93,2025-12-29T21:52:57.879Z,email,Tablet,India,Beauty,Yes,Yes,No,No,No,2,1214,0,0
SES_002255,USER_2255,2025-12-21T18:05:39.162Z,email,Tablet,Canada,Beauty,Yes,Yes,No,No,No,4,740,0,0
SES_002256,USER_2256,2025-12-30T11:37:13.904Z,Referral,desktop,Germany,Sports,Yes,Yes,No,No,No,1,1005,0,0
SES_002257,USER_2257,,Google,desktop,Australia,Beauty,Yes,Yes,Yes,No,No,6,364,442.54,0
SES_002258,USER_1031,2025-12-30T17:41:57.582Z,Email,mobile,Germany,,Yes,No,No,No,No,1,1604,0,0
SES_002259,USER_2259,2025-12-06T16:57:59.448Z,Google,mobile,Canada,Books,Yes,Yes,Yes,No,No,10,1324,295.31,0
SES_002260,USER_560,2025-12-02T00:43:24.166Z,email,Mobile,UK,Beauty,Yes,Yes,No,No,No,1,1543,0,0
SES_002261,USER_2261,2025-12-06T14:54:01.530Z,Google,mobile,Germany,Toys,Yes,Yes,Yes,Yes,Yes,15,978,68.71,61.82
SES_002262,USER_2262,2025-12-27T02:47:11.829Z,Organic Search,Tablet,Australia,,Yes,No,No,No,No,2,1538,0,0
SES_002263,USER_2263,2025-12-02T08:05:07.150Z,google,,UK,Beauty,Yes,Yes,No,No,No,2,1301,0,0
SES_002264,USER_943,2025-12-02T07:13:57.912Z,Direct,Mobile,Australia,,Yes,No,No,No,No,2,411,0,0
SES_002265,USER_1493,2025-12-06T19:26:37.979Z,email,Tablet,Germany,Books,Yes,Yes,Yes,No,No,15,1453,195.45,0
SES_002266,USER_2266,2025-12-29T14:07:01.234Z,Direct,desktop,Canada,Sports,Yes,Yes,No,No,No,11,647,0,0
SES_002267,USER_1322,2025-12-01T20:52:23.593Z,google,Desktop,United States,Home & Garden,Yes,Yes,No,No,No,7,1077,0,0
SES_002268,USER_2268,2025-12-18T12:36:10.925Z,Facebook,Tablet,US,Fashion,Yes,Yes,No,No,No,8,1123,0,0
SES_002269,USER_2269,2025-12-14T00:41:00.813Z,Facebook,mobile,,Sports,Yes,Yes,No,No,No,12,1175,0,0
SES_002270,USER_604,2025-12-10T15:52:34.324Z,email,Desktop,Canada,,Yes,Yes,Yes,Yes,No,4,1686,159.24,0
SES_002271,USER_321,2025-12-22T18:35:46.395Z,Instagram,Mobile,UK,,Yes,No,No,No,No,3,1348,0,0
SES_002272,USER_331,2025-12-30T07:24:24.151Z,email,desktop,USA,Books,Yes,Yes,Yes,No,No,4,569,80.15,0
SES_002273,USER_1020,2025-12-26T16:32:06.707Z,email,Desktop,US,,Yes,Yes,Yes,No,No,9,855,78.87,N/A
SES_002274,USER_2274,2025-12-18T16:49:06.316Z,email,desktop,Germany,Fashion,Yes,Yes,Yes,No,No,5,,517.04,0
SES_002275,USER_2275,2025-12-07T11:28:13.743Z,Organic Search,,India,,Yes,No,No,No,No,1,1084,0,0
SES_002276,USER_2276,2025-12-26T10:10:14.674Z,Facebook,Mobile,Australia,Sports,Yes,Yes,Yes,No,No,10,119,313.09,0
SES_002277,USER_2277,2025-12-22T23:15:03.091Z,google,mobile,India,,Yes,No,No,No,No,1,494,0,0
SES_002278,USER_1414,2025-12-07T20:23:33.632Z,Google,Desktop,,,Yes,No,No,No,No,3,1723,0,0
SES_002279,USER_2279,2025-12-27T13:26:40.786Z,Direct,Desktop,United States,Books,Yes,Yes,No,No,No,13,1321,0,0
SES_002280,USER_802,2025-12-03T05:15:16.464Z,Organic Search,mobile,United States,Sports,Yes,Yes,No,No,No,1,1532,0,0
SES_002281,USER_2281,2025-12-15T17:38:02.167Z,Facebook,desktop,USA,Fashion,Yes,Yes,No,No,No,8,1347,0,0
SES_002282,USER_907,2025-12-09T03:55:38.637Z,Referral,mobile,Germany,,Yes,No,No,No,No,1,371,0,0
SES_002283,USER_2283,2025-12-01T20:28:05.303Z,email,Mobile,,Fashion,Yes,Yes,Yes,Yes,Yes,10,4217,131.46,167.75
SES_002284,USER_2284,2025-12-05T19:26:32.420Z,email,Desktop,United States,,Yes,No,No,No,No,3,276,0,0
SES_002285,USER_1183,2025-12-21T20:15:12.557Z,email,desktop,USA,,Yes,No,No,No,No,1,1166,0,0
SES_002286,USER_2286,2025-12-28T21:22:15.606Z,Direct,Desktop,United States,,Yes,No,No,No,No,3,1013,0,0
SES_002287,USER_421,2025-12-03T01:58:10.660Z,Email,Tablet,Germany,Home & Garden,Yes,Yes,Yes,Yes,Yes,3,1453,73.03,
SES_002288,USER_1928,2025-12-23T10:28:59.089Z,email,mobile,Australia,,Yes,No,No,No,No,1,7812,0,0
SES_002289,USER_950,2025-12-27T22:52:49.817Z,Email,Tablet,,,Yes,Yes,No,No,No,14,1600,0,0
SES_002290,USER_2290,2025-12-15T11:10:55.317Z,Organic Search,mobile,Germany,,Yes,Yes,No,No,No,4,132,0,0
SES_002291,USER_2291,2025-12-21T00:10:17.539Z,Direct,Desktop,Germany,,Yes,Yes,Yes,No,No,1,575,232.39,0
SES_002292,USER_2292,2025-12-02T20:37:32.620Z,Instagram,mobile,USA,Home & Garden,Yes,Yes,Yes,Yes,Yes,4,1411,470.43,133.81
SES_002293,USER_2293,2025-12-27T21:38:34.731Z,Email,Desktop,United States,,Yes,No,No,No,No,3,1230,0,0
SES_002294,USER_2294,2025-12-13T14:59:00.541Z,email,mobile,United States,Fashion,Yes,Yes,Yes,Yes,Yes,15,330,76.33,145.01
SES_002295,USER_2295,2025-12-06T14:45:39.483Z,Facebook,mobile,,Sports,Yes,Yes,No,No,No,4,31,0,0
SES_002296,USER_2296,2025-12-09T09:02:01.440Z,google,,Canada,Home & Garden,Yes,Yes,No,No,No,14,776,0,0
SES_002297,USER_2297,2025-12-18T20:41:25.758Z,Referral,desktop,USA,Sports,Yes,Yes,No,No,No,7,110,0,0
SES_002298,USER_2298,2025-12-02T12:32:54.075Z,Instagram,Tablet,Australia,Toys,Yes,Yes,Yes,No,No,5,876,272.21,0
SES_002299,USER_2299,2025-12-10T02:52:56.791Z,email,Tablet,UK,,Yes,No,No,No,No,2,1089,0,0
SES_002300,USER_2300,2025-12-20T06:07:47.898Z,Facebook,mobile,Australia,,Yes,Yes,Yes,No,No,12,1590,373.73,0
SES_002301,USER_2301,2025-12-11T00:04:01.635Z,Referral,desktop,USA,,Yes,No,No,No,No,3,1490,0,0
SES_002302,USER_2302,2025-12-17T00:08:21.414Z,email,Mobile,France,,Yes,No,No,No,No,2,703,0,0
SES_002303,USER_2303,2025-12-08T02:24:22.460Z,Direct,Tablet,US,,Yes,No,No,No,No,2,1195,0,0
SES_002304,USER_1958,2025-12-01T11:14:11.983Z,Instagram,mobile,,,Yes,Yes,Yes,No,No,6,1332,175.02,0
SES_002305,USER_894,2025-12-15T20:44:29.713Z,google,mobile,UK,Home & Garden,Yes,Yes,No,No,No,1,1439,0,0
SES_002306,USER_2306,2025-12-17T08:05:38.934Z,Referral,mobile,Canada,,Yes,No,No,No,No,2,1122,0,0
SES_002307,USER_2307,2025-12-28T00:38:16.357Z,Instagram,Desktop,Germany,Home & Garden,Yes,Yes,No,No,No,1,1137,0,0
SES_002308,USER_2308,2025-12-15T08:02:39.515Z,Email,,Australia,,Yes,No,No,No,No,1,642,0,0
SES_002309,USER_2309,2025-12-13T20:57:46.235Z,Organic Search,desktop,France,Electronics,Yes,Yes,No,No,No,9,1137,0,0
SES_002310,USER_2310,2025-12-31T15:22:13.652Z,email,,Canada,Books,Yes,Yes,No,No,No,6,452,0,0
SES_002311,USER_2311,2025-12-18T17:15:44.295Z,Email,Tablet,United States,Beauty,Yes,Yes,No,No,No,12,688,0,0
SES_002312,USER_2312,2025-12-02T00:33:07.497Z,Direct,mobile,US,Home & Garden,Yes,Yes,No,No,No,2,1687,0,0
SES_002313,USER_1824,2025-12-12T18:12:12.144Z,Google,Tablet,Australia,,Yes,No,No,No,No,2,495,0,0
SES_002314,USER_2314,2025-12-03T06:25:21.614Z,Referral,Tablet,United States,Fashion,Yes,Yes,Yes,No,No,11,92,241.32,0
SES_002315,USER_2315,2025-12-01T12:47:00.051Z,Organic Search,Desktop,France,,Yes,No,No,No,No,3,1458,0,0
SES_002316,USER_88,2025-12-27T16:36:45.726Z,google,Desktop,India,,Yes,No,No,No,No,3,294,0,0
SES_002317,USER_2317,2025-12-02T15:53:45.237Z,Organic Search,Mobile,United States,,Yes,No,No,No,No,1,1102,0,0
SES_002318,USER_2318,2025-12-25T05:08:33.082Z,Direct,mobile,US,,Yes,No,No,No,No,1,156,0,0
SES_002319,USER_2319,2025-12-17T07:28:42.828Z,Google,,Canada,Electronics,Yes,Yes,Yes,Yes,No,5,1351,145.44,0
SES_002320,USER_2320,2025-12-16T11:48:32.525Z,Referral,Mobile,France,Sports,Yes,Yes,No,No,No,1,205,0,0
SES_002321,USER_2321,2025-12-21T18:54:48.470Z,Instagram,desktop,,,Yes,No,No,No,No,1,70,0,0
SES_002322,USER_2322,2025-12-02T18:59:40.902Z,email,desktop,,,Yes,No,No,No,No,1,994,0,0
SES_002323,USER_2323,2025-12-23T10:46:14.516Z,Email,Mobile,France,,Yes,Yes,No,No,No,6,1795,0,0
SES_002324,USER_2324,2025-12-11T06:39:22.875Z,Facebook,,United States,,Yes,No,No,No,No,3,616,0,0
SES_002325,USER_426,2025-12-14T18:02:50.856Z,Organic Search,Desktop,US,,Yes,No,No,No,No,2,1324,0,0
SES_002326,USER_2326,2025-12-04T05:53:50.833Z,Organic Search,mobile,US,Electronics,Yes,Yes,Yes,Yes,Yes,3,742,213.82,318.98
SES_002327,USER_2327,2025-12-25T03:41:12.578Z,email,,Australia,Fashion,Yes,Yes,Yes,No,No,10,541,184.22,0
SES_002328,USER_2328,2025-12-14T11:01:33.439Z,google,Mobile,Australia,,Yes,Yes,No,No,No,9,974,0,0
SES_002329,USER_2329,2025-12-05T07:17:25.673Z,Organic Search,Tablet,UK,Home & Garden,Yes,Yes,No,No,No,12,1810,0,N/A
SES_002330,USER_2330,2025-12-25T21:12:25.535Z,Organic Search,Tablet,USA,,Yes,No,No,No,No,1,734,0,0
SES_002331,USER_1040,2025-12-03T14:53:34.941Z,Google,Mobile,UK,Books,Yes,Yes,No,No,No,8,712,0,0
SES_002332,USER_140,2025-12-27T18:51:32.613Z,email,desktop,Germany,Sports,Yes,Yes,Yes,No,No,9,771,415.07,0
SES_002333,USER_2333,2025-12-15T13:03:32.525Z,Referral,Desktop,India,,Yes,No,No,No,No,2,1627,0,0
SES_002334,USER_458,2025-12-24T05:25:51.338Z,Instagram,,France,,Yes,No,No,No,No,1,472,0,0
SES_002335,USER_1147,2025-12-20T01:59:04.019Z,Instagram,Tablet,India,,Yes,No,No,No,No,1,604,0,0
SES_002336,USER_2336,2025-12-20T08:10:38.340Z,google,Tablet,USA,Toys,Yes,Yes,No,No,No,3,1047,0,0
SES_002337,USER_2337,2025-12-19T21:53:09.564Z,Referral,Tablet,UK,,Yes,No,No,No,No,2,1630,0,0
SES_002338,USER_2338,2025-12-29T05:05:00.632Z,google,Mobile,India,,Yes,No,No,No,No,2,634,0,0
SES_002339,USER_2339,2025-12-15T11:18:03.379Z,Google,Desktop,,Beauty,Yes,Yes,No,No,No,3,358,0,0
SES_002340,USER_1757,2025-12-26T07:59:08.223Z,Facebook,Tablet,France,,Yes,No,No,No,No,3,722,0,0
SES_002341,USER_1060,,Instagram,Desktop,Australia,Toys,Yes,Yes,No,No,No,14,819,0,0
SES_002342,USER_2342,2025-12-01T05:39:44.371Z,Organic Search,Desktop,UK,Electronics,Yes,Yes,No,No,No,14,3265,0,0
SES_002343,USER_2343,2025-12-15T08:36:34.170Z,Google,Desktop,France,Toys,Yes,Yes,No,No,No,2,,0,0
SES_002344,USER_2344,2025-12-25T12:30:52.045Z,Referral,Tablet,USA,Beauty,Yes,Yes,Yes,No,No,7,82,288.46,0
SES_002345,USER_2345,2025-12-18T00:21:13.872Z,Facebook,mobile,Germany,Toys,Yes,Yes,Yes,Yes,No,10,759,330.85,0
SES_002346,USER_480,2025-12-28T03:48:26.339Z,Direct,mobile,Canada,,Yes,Yes,Yes,Yes,Yes,5,1807,345.8,285.69
SES_002347,USER_44,2025-12-01T06:28:50.308Z,Referral,desktop,Germany,Electronics,Yes,Yes,Yes,Yes,No,6,427,173.31,0
SES_002348,USER_1210,2025-12-06T13:34:16.803Z,Instagram,Tablet,United States,,Yes,No,No,No,No,3,120,0,0
SES_002349,USER_141,2025-12-08T11:33:46.634Z,email,Mobile,Germany,Books,Yes,Yes,Yes,No,No,8,324,117.99,0
SES_002350,USER_2350,2025-12-07T17:36:39.254Z,Organic Search,Desktop,Australia,Toys,Yes,Yes,Yes,No,No,8,49,445.84,0
SES_002351,USER_2351,2025-12-08T12:17:58.110Z,google,,,,Yes,Yes,No,No,No,5,627,0,0
SES_002352,USER_2352,2025-12-07T07:48:27.715Z,Organic Search,Tablet,Germany,,Yes,No,No,No,No,2,598,0,0
SES_002353,USER_2353,2025-12-07T08:14:12.814Z,Facebook,mobile,United States,Toys,Yes,Yes,No,No,No,1,1516,0,0
SES_002354,USER_2354,2025-12-27T14:16:33.816Z,Referral,Desktop,United States,,Yes,No,No,No,No,2,1140,0,0
SES_002355,USER_475,2025-12-08T23:58:09.368Z,Email,desktop,US,,Yes,No,No,No,No,3,1541,0,0
SES_002356,USER_2356,2025-12-12T18:12:15.209Z,Direct,desktop,US,Sports,Yes,Yes,Yes,No,No,12,358,,0
SES_002357,USER_2357,2025-12-11T20:02:03.654Z,google,,Canada,Fashion,Yes,Yes,No,No,No,10,777,0,0
SES_002358,USER_2358,2025-12-02T03:02:51.287Z,Email,Tablet,UK,Fashion,Yes,Yes,No,No,No,3,116,0,0
SES_002359,USER_2359,2025-12-16T09:11:57.250Z,email,,India,,Yes,No,No,No,No,3,592,0,0
SES_002360,USER_2360,2025-12-17T19:16:19.186Z,Facebook,mobile,Germany,Beauty,Yes,Yes,No,No,No,3,82,0,0
SES_002361,USER_1925,2025-12-12T19:22:35.715Z,Facebook,,Australia,,Yes,No,No,No,No,2,377,0,0
SES_002362,USER_2362,2025-12-04T11:19:47.067Z,Email,Desktop,USA,,Yes,No,No,No,No,2,513,0,0
SES_002363,USER_2363,2025-12-18T19:31:29.737Z,Referral,Desktop,United States,Electronics,Yes,Yes,No,No,No,5,928,0,0
SES_002364,USER_2364,2025-12-08T22:20:56.365Z,Email,Tablet,Australia,,Yes,No,No,No,No,3,1456,0,0
SES_002365,USER_2365,2025-12-17T14:47:33.772Z,Facebook,desktop,USA,Fashion,Yes,Yes,No,No,No,9,390,0,0
SES_002366,USER_2366,2025-12-20T02:25:13.488Z,Google,mobile,,Electronics,Yes,Yes,No,No,No,10,1680,0,0
SES_002367,USER_1488,2025-12-19T01:23:37.830Z,Direct,Tablet,United States,,Yes,No,No,No,No,1,303,0,0
SES_002368,USER_1010,2025-12-24T11:46:47.542Z,Referral,Desktop,United States,Electronics,Yes,Yes,No,No,No,4,966,0,0
SES_002369,USER_2369,2025-12-20T09:44:59.395Z,email,mobile,UK,Home & Garden,Yes,Yes,No,No,No,8,855,0,0
SES_002370,USER_2370,2025-12-17T07:44:50.286Z,Direct,Mobile,Australia,Toys,Yes,Yes,Yes,No,No,4,908,279.43,0
SES_002371,USER_2371,2025-12-15T01:42:37.668Z,Google,,,,Yes,No,No,No,No,2,1272,0,0
SES_002372,USER_1178,2025-12-08T18:24:12.889Z,Instagram,,India,Beauty,Yes,Yes,Yes,Yes,No,14,246,283,0
SES_002373,USER_2373,2025-12-29T23:05:03.309Z,Organic Search,Tablet,Germany,,Yes,No,No,No,No,1,1323,0,0
SES_002374,USER_2374,2025-12-04T05:06:46.647Z,Referral,Desktop,USA,,Yes,No,No,No,No,1,1246,0,0
SES_002375,USER_2375,2025-12-10T00:42:07.468Z,Instagram,,US,,Yes,No,No,No,No,3,1685,0,0
SES_002376,USER_2376,2025-12-11T16:18:17.829Z,Direct,Desktop,US,,Yes,No,No,No,No,2,657,0,0
SES_002377,USER_1443,2025-12-20T18:23:39.913Z,Instagram,mobile,United States,Books,Yes,Yes,Yes,No,No,10,885,64.41,0
SES_002378,USER_2378,2025-12-16T10:02:33.094Z,email,Tablet,India,Fashion,Yes,Yes,No,No,No,6,258,0,0
SES_002379,USER_2379,2025-12-11T09:09:50.585Z,Google,Mobile,India,Electronics,Yes,Yes,Yes,Yes,Yes,8,1110,406.71,372.5
SES_002380,USER_2380,2025-12-21T15:50:20.751Z,Direct,desktop,US,Beauty,Yes,Yes,No,No,No,5,1285,0,0
SES_002381,USER_2381,2025-12-14T03:39:17.776Z,Organic Search,mobile,Canada,Books,Yes,Yes,No,No,No,12,1022,0,0
SES_002382,USER_2382,2025-12-17T08:06:10.963Z,Email,mobile,USA,,Yes,No,No,No,No,2,1107,0,0
SES_002383,USER_2383,2025-12-12T10:45:32.149Z,email,Desktop,,,Yes,No,No,No,No,1,688,0,0
SES_002384,USER_2384,2025-12-05T01:19:39.462Z,Instagram,Tablet,US,Fashion,Yes,Yes,No,No,No,4,431,0,0
SES_002385,USER_892,2025-12-02T10:13:38.003Z,Facebook,mobile,Australia,,Yes,No,No,No,No,3,166,0,0
SES_002386,USER_2386,2025-12-02T08:54:40.370Z,google,Mobile,France,Beauty,Yes,Yes,No,No,No,12,806,0,0
SES_002387,USER_2387,2025-12-13T05:25:50.472Z,Organic Search,,,,Yes,Yes,No,No,No,7,474,0,0
SES_002388,USER_2388,2025-12-15T13:34:32.346Z,Email,desktop,,Beauty,Yes,Yes,No,No,No,14,1315,0,0
SES_002389,USER_2389,2025-12-08T19:31:37.958Z,Email,desktop,France,Beauty,Yes,Yes,No,No,No,7,1126,0,0
SES_002390,USER_1900,2025-12-13T10:00:53.135Z,Direct,,United States,,Yes,Yes,Yes,Yes,No,1,338,189.18,0
SES_002391,USER_2391,2025-12-11T02:12:36.984Z,google,Desktop,Canada,Sports,Yes,Yes,No,No,No,10,887,0,0
SES_002392,USER_2392,2025-12-06T15:28:54.218Z,Direct,Desktop,Germany,Electronics,Yes,Yes,No,No,No,3,1761,0,0
SES_002393,USER_2393,2025-12-02T10:06:10.789Z,email,Mobile,Canada,Electronics,Yes,Yes,No,No,No,10,1265,0,0
SES_002394,USER_2394,2025-12-10T23:51:29.665Z,google,Mobile,,Home & Garden,Yes,Yes,Yes,Yes,Yes,8,407,121.93,331.63
SES_002395,USER_657,2025-12-04T14:39:53.727Z,Email,Tablet,France,,Yes,No,No,No,No,3,666,0,0
SES_002396,USER_2396,2025-12-26T07:32:57.028Z,Email,Tablet,France,Books,Yes,Yes,No,No,No,7,1684,0,0
SES_002397,USER_2397,2025-12-13T11:16:44.090Z,Organic Search,desktop,India,,Yes,No,No,No,No,1,1603,0,0
SES_002398,USER_2398,2025-12-01T21:13:43.777Z,Direct,Tablet,France,Fashion,Yes,Yes,Yes,Yes,No,1,46,221.65,0
SES_002399,USER_2399,2025-12-28T01:22:16.791Z,Instagram,mobile,Australia,,Yes,No,No,No,No,3,1307,0,0
SES_002400,USER_2400,2025-12-19T12:51:10.662Z,Direct,,UK,,Yes,No,No,No,No,1,1639,0,0
SES_002401,USER_2401,2025-12-06T13:56:30.704Z,Facebook,desktop,UK,,Yes,No,No,No,No,3,326,0,0
SES_002402,USER_472,2025-12-30T15:20:39.003Z,Direct,desktop,USA,Books,Yes,Yes,Yes,Yes,No,12,1203,260.32,0
SES_002403,USER_1594,2025-12-17T06:41:01.404Z,Email,Desktop,,,Yes,No,No,No,No,3,669,0,0
SES_002404,USER_1633,2025-12-28T10:59:45.675Z,Direct,Tablet,,Sports,Yes,Yes,Yes,No,No,12,1343,503.77,0
SES_002405,USER_2405,2025-12-27T03:42:15.155Z,google,Tablet,US,Electronics,Yes,Yes,No,No,No,9,760,0,0
SES_002406,USER_2406,2025-12-02T15:48:43.483Z,Email,mobile,France,Fashion,Yes,Yes,No,No,No,9,1206,0,0
SES_002407,USER_2407,2025-12-25T17:49:01.846Z,Direct,Mobile,UK,Beauty,Yes,Yes,No,No,No,11,763,0,0
SES_002408,USER_2408,2025-12-26T07:40:09.157Z,Direct,desktop,,Home & Garden,Yes,Yes,No,No,No,7,1350,0,0
SES_002409,USER_16,2025-12-07T15:32:16.462Z,Google,mobile,United States,,Yes,No,No,No,No,1,786,0,0
SES_002410,USER_2410,2025-12-19T22:16:53.098Z,Direct,,Canada,,Yes,No,No,No,No,3,1533,0,0
SES_002411,USER_2411,2025-12-10T19:49:38.864Z,Email,Tablet,Australia,,Yes,No,No,No,No,2,1030,0,0
SES_002412,USER_2412,2025-12-25T14:41:09.036Z,Google,,UK,,Yes,No,No,No,No,3,498,0,0
SES_002413,USER_1951,2025-12-01T18:10:43.054Z,email,Tablet,US,Electronics,Yes,Yes,Yes,Yes,Yes,4,235,90.12,231.12
SES_002414,USER_2414,2025-12-26T23:14:17.553Z,email,Mobile,Australia,,Yes,No,No,No,No,1,574,0,0
SES_002415,USER_2415,2025-12-07T11:09:57.637Z,Email,,India,Fashion,Yes,Yes,No,No,No,3,1144,0,0
SES_002416,USER_2416,2025-12-07T00:44:24.429Z,Instagram,Mobile,Germany,,Yes,No,No,No,No,3,121,0,0
SES_002417,USER_170,2025-12-03T01:16:14.219Z,Google,mobile,,Electronics,Yes,Yes,No,No,No,15,770,0,0
SES_002418,USER_2418,2025-12-03T22:55:39.833Z,Referral,Tablet,USA,,Yes,No,No,No,No,3,988,0,0
SES_002419,USER_2419,2025-12-21T00:44:11.529Z,Referral,,USA,Beauty,Yes,Yes,Yes,Yes,No,13,1629,316.22,0
SES_002420,USER_1172,2025-12-26T07:14:24.239Z,email,Mobile,USA,,Yes,No,No,No,No,3,698,0,0
SES_002421,USER_640,2025-12-14T16:40:05.684Z,Organic Search,mobile,US,,Yes,No,No,No,No,1,1828,0,0
SES_002422,USER_711,2025-12-11T11:43:25.226Z,Referral,Desktop,France,Sports,Yes,Yes,Yes,No,No,5,1374,54.3,0
SES_002423,USER_2423,2025-12-09T04:08:30.916Z,Direct,Mobile,India,Books,Yes,Yes,No,No,No,14,1573,0,0
SES_002424,USER_50,2025-12-27T18:54:36.843Z,Facebook,,UK,Beauty,Yes,Yes,No,No,No,10,597,0,0
SES_002425,USER_2425,2025-12-20T22:21:53.113Z,Facebook,,United States,,Yes,No,No,No,No,1,1636,0,0
SES_002426,USER_1878,2025-12-03T13:53:14.183Z,Facebook,Desktop,Canada,,Yes,No,No,No,No,3,1326,0,0
SES_002427,USER_1043,2025-12-25T21:53:35.357Z,google,Mobile,India,,Yes,No,No,No,No,3,905,0,0
SES_002428,USER_2428,2025-12-15T22:13:58.117Z,Facebook,Desktop,Canada,Home & Garden,Yes,Yes,No,No,No,4,471,0,0
SES_002429,USER_1731,2025-12-18T17:33:54.317Z,google,Mobile,,Books,Yes,Yes,No,No,No,14,1201,0,0
SES_002430,USER_2430,2025-12-31T00:53:50.144Z,Organic Search,Tablet,Australia,,Yes,No,No,No,No,2,753,0,0
SES_002431,USER_2431,2025-12-30T19:50:51.006Z,Facebook,Mobile,United States,Home & Garden,Yes,Yes,Yes,Yes,Yes,1,81,333.48,252.27
SES_002432,USER_2432,,Referral,Tablet,Australia,,Yes,No,No,No,No,1,1285,0,0
SES_002433,USER_1931,2025-12-13T00:37:31.895Z,Google,Mobile,United States,,Yes,No,No,No,No,3,1209,0,0
SES_002434,USER_2434,2025-12-20T21:42:09.420Z,email,Mobile,,Books,Yes,Yes,Yes,Yes,Yes,6,1010,248.52,383.44
SES_002435,USER_165,2025-12-13T07:11:16.333Z,Direct,Tablet,Australia,,Yes,No,No,No,No,2,1512,0,0
SES_002436,USER_697,2025-12-27T08:20:00.323Z,Direct,Mobile,,Sports,Yes,Yes,Yes,Yes,Yes,4,1686,171.85,178.26
SES_002437,USER_1872,2025-12-22T05:57:07.536Z,Facebook,,UK,Sports,Yes,Yes,No,No,No,10,778,0,0
SES_002438,USER_2438,2025-12-17T08:10:50.829Z,Organic Search,desktop,Australia,,Yes,No,No,No,No,1,189,0,0
SES_002439,USER_2439,2025-12-31T22:45:02.775Z,Email,desktop,Australia,Home & Garden,Yes,Yes,No,No,No,3,120,0,0
SES_002440,USER_2440,2025-12-03T04:39:16.183Z,Facebook,desktop,US,,Yes,No,No,No,No,3,1597,0,0
SES_002441,USER_1272,2025-12-11T22:46:39.468Z,Facebook,Mobile,India,,Yes,No,No,No,No,3,1187,0,0
SES_002442,USER_2442,2025-12-24T17:32:54.449Z,google,Desktop,France,Beauty,Yes,Yes,No,No,No,2,1031,0,0
SES_002443,USER_2443,2025-12-17T01:43:22.120Z,Direct,desktop,UK,,Yes,Yes,No,No,No,10,757,0,0
SES_002444,USER_688,2025-12-15T22:24:09.175Z,Google,Desktop,India,Home & Garden,Yes,Yes,Yes,Yes,Yes,6,1154,45.73,117.88
SES_002445,USER_2445,2025-12-15T14:05:20.260Z,Facebook,Desktop,Germany,Electronics,Yes,Yes,No,No,No,6,267,0,0
SES_002446,USER_2446,2025-12-05T19:38:08.260Z,email,Desktop,US,Fashion,Yes,Yes,No,No,No,10,1417,0,0
SES_002447,USER_2447,2025-12-17T11:46:38.240Z,Email,Desktop,US,,Yes,Yes,Yes,No,No,14,223,356.79,0
SES_002448,USER_2448,2025-12-09T15:27:11.748Z,Direct,mobile,Germany,Books,Yes,Yes,No,No,No,11,1341,0,0
SES_002449,USER_2449,2025-12-11T11:51:01.422Z,Instagram,Tablet,US,,Yes,No,No,No,No,2,1481,0,0
SES_002450,USER_2450,,Instagram,,United States,Books,Yes,Yes,Yes,Yes,Yes,8,1495,54.89,418.9
SES_002451,USER_1824,2025-12-08T21:28:05.943Z,google,,UK,Fashion,Yes,Yes,No,No,No,1,1398,0,0
SES_002452,USER_2452,2025-12-17T13:43:10.681Z,email,desktop,Australia,,Yes,No,No,No,No,1,3843,0,0
SES_002453,USER_1126,2025-12-12T21:25:01.661Z,google,mobile,Canada,Beauty,Yes,Yes,No,No,No,6,599,0,0
SES_002454,USER_2454,2025-12-10T14:33:08.850Z,Referral,Mobile,Australia,Toys,Yes,Yes,No,No,No,13,1626,0,0
